rank	form	normalized_form	combined_count	source_count	source_counts_json
2884	Anwendungen	anwendungen	1453	3	{"deu_news_2024_1M_words.txt":251,"deu_wikipedia_2021_1M_words.txt":330,"deu-de_web_2021_1M_words.txt":872}
2885	aufgelöst	aufgelöst	1453	3	{"deu_news_2024_1M_words.txt":189,"deu_wikipedia_2021_1M_words.txt":1157,"deu-de_web_2021_1M_words.txt":107}
2886	bezieht	bezieht	1452	3	{"deu_news_2024_1M_words.txt":289,"deu_wikipedia_2021_1M_words.txt":645,"deu-de_web_2021_1M_words.txt":518}
2887	Auflösung	auflösung	1451	3	{"deu_news_2024_1M_words.txt":278,"deu_wikipedia_2021_1M_words.txt":884,"deu-de_web_2021_1M_words.txt":289}
2888	Freien	freien	1451	3	{"deu_news_2024_1M_words.txt":528,"deu_wikipedia_2021_1M_words.txt":368,"deu-de_web_2021_1M_words.txt":555}
2889	Geschäfte	geschäfte	1451	3	{"deu_news_2024_1M_words.txt":519,"deu_wikipedia_2021_1M_words.txt":520,"deu-de_web_2021_1M_words.txt":412}
2890	müsste	müsste	1450	3	{"deu_news_2024_1M_words.txt":895,"deu_wikipedia_2021_1M_words.txt":210,"deu-de_web_2021_1M_words.txt":345}
2891	gestorben	gestorben	1449	3	{"deu_news_2024_1M_words.txt":784,"deu_wikipedia_2021_1M_words.txt":474,"deu-de_web_2021_1M_words.txt":191}
2892	jeweilige	jeweilige	1449	3	{"deu_news_2024_1M_words.txt":171,"deu_wikipedia_2021_1M_words.txt":318,"deu-de_web_2021_1M_words.txt":960}
2893	Programme	programme	1449	3	{"deu_news_2024_1M_words.txt":195,"deu_wikipedia_2021_1M_words.txt":335,"deu-de_web_2021_1M_words.txt":919}
2894	beobachten	beobachten	1447	3	{"deu_news_2024_1M_words.txt":558,"deu_wikipedia_2021_1M_words.txt":413,"deu-de_web_2021_1M_words.txt":476}
2895	Kampagne	kampagne	1447	3	{"deu_news_2024_1M_words.txt":509,"deu_wikipedia_2021_1M_words.txt":252,"deu-de_web_2021_1M_words.txt":686}
2896	Plus	plus	1447	3	{"deu_news_2024_1M_words.txt":960,"deu_wikipedia_2021_1M_words.txt":89,"deu-de_web_2021_1M_words.txt":398}
2897	La	la	1446	3	{"deu_news_2024_1M_words.txt":337,"deu_wikipedia_2021_1M_words.txt":1024,"deu-de_web_2021_1M_words.txt":85}
2898	Unternehmer	unternehmer	1446	3	{"deu_news_2024_1M_words.txt":520,"deu_wikipedia_2021_1M_words.txt":303,"deu-de_web_2021_1M_words.txt":623}
2899	Bildern	bildern	1445	3	{"deu_news_2024_1M_words.txt":357,"deu_wikipedia_2021_1M_words.txt":492,"deu-de_web_2021_1M_words.txt":596}
2900	Zulassung	zulassung	1445	3	{"deu_news_2024_1M_words.txt":182,"deu_wikipedia_2021_1M_words.txt":371,"deu-de_web_2021_1M_words.txt":892}
2901	beinhaltet	beinhaltet	1444	3	{"deu_news_2024_1M_words.txt":188,"deu_wikipedia_2021_1M_words.txt":445,"deu-de_web_2021_1M_words.txt":811}
2902	kümmern	kümmern	1444	3	{"deu_news_2024_1M_words.txt":527,"deu_wikipedia_2021_1M_words.txt":230,"deu-de_web_2021_1M_words.txt":687}
2903	Perspektiven	perspektiven	1444	3	{"deu_news_2024_1M_words.txt":231,"deu_wikipedia_2021_1M_words.txt":251,"deu-de_web_2021_1M_words.txt":962}
2904	Söhne	söhne	1444	3	{"deu_news_2024_1M_words.txt":199,"deu_wikipedia_2021_1M_words.txt":1182,"deu-de_web_2021_1M_words.txt":63}
2905	Mathematik	mathematik	1443	3	{"deu_news_2024_1M_words.txt":94,"deu_wikipedia_2021_1M_words.txt":382,"deu-de_web_2021_1M_words.txt":967}
2906	staatliche	staatliche	1443	3	{"deu_news_2024_1M_words.txt":461,"deu_wikipedia_2021_1M_words.txt":476,"deu-de_web_2021_1M_words.txt":506}
2907	III	iii	1442	3	{"deu_news_2024_1M_words.txt":178,"deu_wikipedia_2021_1M_words.txt":859,"deu-de_web_2021_1M_words.txt":405}
2908	Einheiten	einheiten	1441	3	{"deu_news_2024_1M_words.txt":313,"deu_wikipedia_2021_1M_words.txt":892,"deu-de_web_2021_1M_words.txt":236}
2909	Davon	davon	1440	3	{"deu_news_2024_1M_words.txt":536,"deu_wikipedia_2021_1M_words.txt":485,"deu-de_web_2021_1M_words.txt":419}
2910	Haben	haben	1440	3	{"deu_news_2024_1M_words.txt":449,"deu_wikipedia_2021_1M_words.txt":34,"deu-de_web_2021_1M_words.txt":957}
2911	Situationen	situationen	1440	3	{"deu_news_2024_1M_words.txt":386,"deu_wikipedia_2021_1M_words.txt":266,"deu-de_web_2021_1M_words.txt":788}
2912	Flüchtlinge	flüchtlinge	1439	3	{"deu_news_2024_1M_words.txt":488,"deu_wikipedia_2021_1M_words.txt":330,"deu-de_web_2021_1M_words.txt":621}
2913	fürs	fürs	1439	3	{"deu_news_2024_1M_words.txt":809,"deu_wikipedia_2021_1M_words.txt":107,"deu-de_web_2021_1M_words.txt":523}
2914	bewegt	bewegt	1436	3	{"deu_news_2024_1M_words.txt":530,"deu_wikipedia_2021_1M_words.txt":402,"deu-de_web_2021_1M_words.txt":504}
2915	Einkommen	einkommen	1436	3	{"deu_news_2024_1M_words.txt":447,"deu_wikipedia_2021_1M_words.txt":275,"deu-de_web_2021_1M_words.txt":714}
2916	Kontext	kontext	1436	3	{"deu_news_2024_1M_words.txt":298,"deu_wikipedia_2021_1M_words.txt":387,"deu-de_web_2021_1M_words.txt":751}
2917	Technologie	technologie	1436	3	{"deu_news_2024_1M_words.txt":503,"deu_wikipedia_2021_1M_words.txt":233,"deu-de_web_2021_1M_words.txt":700}
2918	festgenommen	festgenommen	1435	3	{"deu_news_2024_1M_words.txt":1069,"deu_wikipedia_2021_1M_words.txt":327,"deu-de_web_2021_1M_words.txt":39}
2919	diverse	diverse	1433	3	{"deu_news_2024_1M_words.txt":411,"deu_wikipedia_2021_1M_words.txt":608,"deu-de_web_2021_1M_words.txt":414}
2920	Fluss	fluss	1432	3	{"deu_news_2024_1M_words.txt":301,"deu_wikipedia_2021_1M_words.txt":989,"deu-de_web_2021_1M_words.txt":142}
2921	Haut	haut	1432	3	{"deu_news_2024_1M_words.txt":417,"deu_wikipedia_2021_1M_words.txt":342,"deu-de_web_2021_1M_words.txt":673}
2922	Allgemeinen	allgemeinen	1431	3	{"deu_news_2024_1M_words.txt":251,"deu_wikipedia_2021_1M_words.txt":573,"deu-de_web_2021_1M_words.txt":607}
2923	positiven	positiven	1431	3	{"deu_news_2024_1M_words.txt":514,"deu_wikipedia_2021_1M_words.txt":247,"deu-de_web_2021_1M_words.txt":670}
2924	wichtigste	wichtigste	1431	3	{"deu_news_2024_1M_words.txt":497,"deu_wikipedia_2021_1M_words.txt":477,"deu-de_web_2021_1M_words.txt":457}
2925	südlichen	südlichen	1430	3	{"deu_news_2024_1M_words.txt":306,"deu_wikipedia_2021_1M_words.txt":1015,"deu-de_web_2021_1M_words.txt":109}
2926	einfacher	einfacher	1429	3	{"deu_news_2024_1M_words.txt":437,"deu_wikipedia_2021_1M_words.txt":337,"deu-de_web_2021_1M_words.txt":655}
2927	nachgewiesen	nachgewiesen	1429	3	{"deu_news_2024_1M_words.txt":236,"deu_wikipedia_2021_1M_words.txt":688,"deu-de_web_2021_1M_words.txt":505}
2928	angewiesen	angewiesen	1428	3	{"deu_news_2024_1M_words.txt":552,"deu_wikipedia_2021_1M_words.txt":314,"deu-de_web_2021_1M_words.txt":562}
2929	israelischen	israelischen	1428	3	{"deu_news_2024_1M_words.txt":1229,"deu_wikipedia_2021_1M_words.txt":143,"deu-de_web_2021_1M_words.txt":56}
2930	Status	status	1427	3	{"deu_news_2024_1M_words.txt":295,"deu_wikipedia_2021_1M_words.txt":731,"deu-de_web_2021_1M_words.txt":401}
2931	klein	klein	1425	3	{"deu_news_2024_1M_words.txt":433,"deu_wikipedia_2021_1M_words.txt":613,"deu-de_web_2021_1M_words.txt":379}
2932	Rahmenbedingungen	rahmenbedingungen	1425	3	{"deu_news_2024_1M_words.txt":336,"deu_wikipedia_2021_1M_words.txt":95,"deu-de_web_2021_1M_words.txt":994}
2933	droht	droht	1424	3	{"deu_news_2024_1M_words.txt":935,"deu_wikipedia_2021_1M_words.txt":225,"deu-de_web_2021_1M_words.txt":264}
2934	mittleren	mittleren	1423	3	{"deu_news_2024_1M_words.txt":260,"deu_wikipedia_2021_1M_words.txt":758,"deu-de_web_2021_1M_words.txt":405}
2935	Worten	worten	1423	3	{"deu_news_2024_1M_words.txt":756,"deu_wikipedia_2021_1M_words.txt":383,"deu-de_web_2021_1M_words.txt":284}
2936	gering	gering	1421	3	{"deu_news_2024_1M_words.txt":402,"deu_wikipedia_2021_1M_words.txt":576,"deu-de_web_2021_1M_words.txt":443}
2937	schöne	schöne	1421	3	{"deu_news_2024_1M_words.txt":544,"deu_wikipedia_2021_1M_words.txt":217,"deu-de_web_2021_1M_words.txt":660}
2938	Typ	typ	1420	3	{"deu_news_2024_1M_words.txt":376,"deu_wikipedia_2021_1M_words.txt":809,"deu-de_web_2021_1M_words.txt":235}
2939	Einblick	einblick	1419	3	{"deu_news_2024_1M_words.txt":318,"deu_wikipedia_2021_1M_words.txt":129,"deu-de_web_2021_1M_words.txt":972}
2940	Bisher	bisher	1418	3	{"deu_news_2024_1M_words.txt":754,"deu_wikipedia_2021_1M_words.txt":274,"deu-de_web_2021_1M_words.txt":390}
2941	Social	social	1418	3	{"deu_news_2024_1M_words.txt":493,"deu_wikipedia_2021_1M_words.txt":120,"deu-de_web_2021_1M_words.txt":805}
2942	zugelassen	zugelassen	1418	3	{"deu_news_2024_1M_words.txt":324,"deu_wikipedia_2021_1M_words.txt":500,"deu-de_web_2021_1M_words.txt":594}
2943	Los	los	1417	3	{"deu_news_2024_1M_words.txt":573,"deu_wikipedia_2021_1M_words.txt":539,"deu-de_web_2021_1M_words.txt":305}
2944	Weihnachten	weihnachten	1417	3	{"deu_news_2024_1M_words.txt":878,"deu_wikipedia_2021_1M_words.txt":194,"deu-de_web_2021_1M_words.txt":345}
2945	Papier	papier	1416	3	{"deu_news_2024_1M_words.txt":547,"deu_wikipedia_2021_1M_words.txt":311,"deu-de_web_2021_1M_words.txt":558}
2946	School	school	1416	3	{"deu_news_2024_1M_words.txt":114,"deu_wikipedia_2021_1M_words.txt":860,"deu-de_web_2021_1M_words.txt":442}
2947	van	van	1416	3	{"deu_news_2024_1M_words.txt":557,"deu_wikipedia_2021_1M_words.txt":700,"deu-de_web_2021_1M_words.txt":159}
2948	gerufen	gerufen	1414	3	{"deu_news_2024_1M_words.txt":597,"deu_wikipedia_2021_1M_words.txt":341,"deu-de_web_2021_1M_words.txt":476}
2949	ausgesetzt	ausgesetzt	1413	3	{"deu_news_2024_1M_words.txt":484,"deu_wikipedia_2021_1M_words.txt":489,"deu-de_web_2021_1M_words.txt":440}
2950	mithilfe	mithilfe	1413	3	{"deu_news_2024_1M_words.txt":542,"deu_wikipedia_2021_1M_words.txt":226,"deu-de_web_2021_1M_words.txt":645}
2951	Fest	fest	1412	3	{"deu_news_2024_1M_words.txt":796,"deu_wikipedia_2021_1M_words.txt":316,"deu-de_web_2021_1M_words.txt":300}
2952	Neues	neues	1411	3	{"deu_news_2024_1M_words.txt":491,"deu_wikipedia_2021_1M_words.txt":235,"deu-de_web_2021_1M_words.txt":685}
2953	finanziert	finanziert	1409	3	{"deu_news_2024_1M_words.txt":400,"deu_wikipedia_2021_1M_words.txt":371,"deu-de_web_2021_1M_words.txt":638}
2954	Otto	otto	1408	3	{"deu_news_2024_1M_words.txt":256,"deu_wikipedia_2021_1M_words.txt":941,"deu-de_web_2021_1M_words.txt":211}
2955	World	world	1408	3	{"deu_news_2024_1M_words.txt":394,"deu_wikipedia_2021_1M_words.txt":649,"deu-de_web_2021_1M_words.txt":365}
2956	erreichbar	erreichbar	1407	3	{"deu_news_2024_1M_words.txt":302,"deu_wikipedia_2021_1M_words.txt":341,"deu-de_web_2021_1M_words.txt":764}
2957	Erwartungen	erwartungen	1407	3	{"deu_news_2024_1M_words.txt":747,"deu_wikipedia_2021_1M_words.txt":248,"deu-de_web_2021_1M_words.txt":412}
2958	verliert	verliert	1407	3	{"deu_news_2024_1M_words.txt":668,"deu_wikipedia_2021_1M_words.txt":471,"deu-de_web_2021_1M_words.txt":268}
2959	Türen	türen	1406	3	{"deu_news_2024_1M_words.txt":490,"deu_wikipedia_2021_1M_words.txt":412,"deu-de_web_2021_1M_words.txt":504}
2960	Lager	lager	1405	3	{"deu_news_2024_1M_words.txt":432,"deu_wikipedia_2021_1M_words.txt":743,"deu-de_web_2021_1M_words.txt":230}
2961	Höhepunkt	höhepunkt	1404	3	{"deu_news_2024_1M_words.txt":547,"deu_wikipedia_2021_1M_words.txt":580,"deu-de_web_2021_1M_words.txt":277}
2962	Faktoren	faktoren	1403	3	{"deu_news_2024_1M_words.txt":375,"deu_wikipedia_2021_1M_words.txt":312,"deu-de_web_2021_1M_words.txt":716}
2963	Maschine	maschine	1403	3	{"deu_news_2024_1M_words.txt":404,"deu_wikipedia_2021_1M_words.txt":764,"deu-de_web_2021_1M_words.txt":235}
2964	perfekt	perfekt	1403	3	{"deu_news_2024_1M_words.txt":771,"deu_wikipedia_2021_1M_words.txt":129,"deu-de_web_2021_1M_words.txt":503}
2965	SC	sc	1403	3	{"deu_news_2024_1M_words.txt":833,"deu_wikipedia_2021_1M_words.txt":430,"deu-de_web_2021_1M_words.txt":140}
2966	vorhandenen	vorhandenen	1403	3	{"deu_news_2024_1M_words.txt":174,"deu_wikipedia_2021_1M_words.txt":621,"deu-de_web_2021_1M_words.txt":608}
2967	Anzeige	anzeige	1402	3	{"deu_news_2024_1M_words.txt":522,"deu_wikipedia_2021_1M_words.txt":190,"deu-de_web_2021_1M_words.txt":690}
2968	vielfältigen	vielfältigen	1402	3	{"deu_news_2024_1M_words.txt":167,"deu_wikipedia_2021_1M_words.txt":151,"deu-de_web_2021_1M_words.txt":1084}
2969	Vorfall	vorfall	1402	3	{"deu_news_2024_1M_words.txt":1156,"deu_wikipedia_2021_1M_words.txt":207,"deu-de_web_2021_1M_words.txt":39}
2970	Tätigkeiten	tätigkeiten	1401	3	{"deu_news_2024_1M_words.txt":165,"deu_wikipedia_2021_1M_words.txt":432,"deu-de_web_2021_1M_words.txt":804}
2971	Verbreitung	verbreitung	1401	3	{"deu_news_2024_1M_words.txt":220,"deu_wikipedia_2021_1M_words.txt":656,"deu-de_web_2021_1M_words.txt":525}
2972	zweiter	zweiter	1401	3	{"deu_news_2024_1M_words.txt":354,"deu_wikipedia_2021_1M_words.txt":854,"deu-de_web_2021_1M_words.txt":193}
2973	Begleitung	begleitung	1400	3	{"deu_news_2024_1M_words.txt":282,"deu_wikipedia_2021_1M_words.txt":221,"deu-de_web_2021_1M_words.txt":897}
2974	direkte	direkte	1400	3	{"deu_news_2024_1M_words.txt":395,"deu_wikipedia_2021_1M_words.txt":514,"deu-de_web_2021_1M_words.txt":491}
2975	ländlichen	ländlichen	1399	3	{"deu_news_2024_1M_words.txt":272,"deu_wikipedia_2021_1M_words.txt":290,"deu-de_web_2021_1M_words.txt":837}
2976	besseren	besseren	1398	3	{"deu_news_2024_1M_words.txt":503,"deu_wikipedia_2021_1M_words.txt":373,"deu-de_web_2021_1M_words.txt":522}
2977	Fischer	fischer	1398	3	{"deu_news_2024_1M_words.txt":517,"deu_wikipedia_2021_1M_words.txt":687,"deu-de_web_2021_1M_words.txt":194}
2978	begannen	begannen	1397	3	{"deu_news_2024_1M_words.txt":220,"deu_wikipedia_2021_1M_words.txt":1079,"deu-de_web_2021_1M_words.txt":98}
2979	Harris	harris	1397	3	{"deu_news_2024_1M_words.txt":1247,"deu_wikipedia_2021_1M_words.txt":143,"deu-de_web_2021_1M_words.txt":7}
2980	Darin	darin	1395	3	{"deu_news_2024_1M_words.txt":530,"deu_wikipedia_2021_1M_words.txt":466,"deu-de_web_2021_1M_words.txt":399}
2981	Download	download	1394	3	{"deu_news_2024_1M_words.txt":142,"deu_wikipedia_2021_1M_words.txt":131,"deu-de_web_2021_1M_words.txt":1121}
2982	deswegen	deswegen	1393	3	{"deu_news_2024_1M_words.txt":651,"deu_wikipedia_2021_1M_words.txt":360,"deu-de_web_2021_1M_words.txt":382}
2983	Vorgehen	vorgehen	1393	3	{"deu_news_2024_1M_words.txt":617,"deu_wikipedia_2021_1M_words.txt":308,"deu-de_web_2021_1M_words.txt":468}
2984	rasch	rasch	1391	3	{"deu_news_2024_1M_words.txt":610,"deu_wikipedia_2021_1M_words.txt":549,"deu-de_web_2021_1M_words.txt":232}
2985	betreibt	betreibt	1390	3	{"deu_news_2024_1M_words.txt":422,"deu_wikipedia_2021_1M_words.txt":543,"deu-de_web_2021_1M_words.txt":425}
2986	Erhalt	erhalt	1389	3	{"deu_news_2024_1M_words.txt":336,"deu_wikipedia_2021_1M_words.txt":306,"deu-de_web_2021_1M_words.txt":747}
2987	erzielen	erzielen	1389	3	{"deu_news_2024_1M_words.txt":456,"deu_wikipedia_2021_1M_words.txt":477,"deu-de_web_2021_1M_words.txt":456}
2988	passende	passende	1389	3	{"deu_news_2024_1M_words.txt":262,"deu_wikipedia_2021_1M_words.txt":92,"deu-de_web_2021_1M_words.txt":1035}
2989	Aufwand	aufwand	1388	3	{"deu_news_2024_1M_words.txt":400,"deu_wikipedia_2021_1M_words.txt":298,"deu-de_web_2021_1M_words.txt":690}
2990	Klaus	klaus	1388	3	{"deu_news_2024_1M_words.txt":586,"deu_wikipedia_2021_1M_words.txt":483,"deu-de_web_2021_1M_words.txt":319}
2991	üblich	üblich	1388	3	{"deu_news_2024_1M_words.txt":356,"deu_wikipedia_2021_1M_words.txt":738,"deu-de_web_2021_1M_words.txt":294}
2992	Datenschutz	datenschutz	1387	3	{"deu_news_2024_1M_words.txt":91,"deu_wikipedia_2021_1M_words.txt":31,"deu-de_web_2021_1M_words.txt":1265}
2993	Himmel	himmel	1387	3	{"deu_news_2024_1M_words.txt":650,"deu_wikipedia_2021_1M_words.txt":394,"deu-de_web_2021_1M_words.txt":343}
2994	Sänger	sänger	1387	3	{"deu_news_2024_1M_words.txt":509,"deu_wikipedia_2021_1M_words.txt":713,"deu-de_web_2021_1M_words.txt":165}
2995	fühlt	fühlt	1386	3	{"deu_news_2024_1M_words.txt":651,"deu_wikipedia_2021_1M_words.txt":290,"deu-de_web_2021_1M_words.txt":445}
2996	Provinz	provinz	1384	3	{"deu_news_2024_1M_words.txt":276,"deu_wikipedia_2021_1M_words.txt":991,"deu-de_web_2021_1M_words.txt":117}
2997	Veranstalter	veranstalter	1384	3	{"deu_news_2024_1M_words.txt":684,"deu_wikipedia_2021_1M_words.txt":208,"deu-de_web_2021_1M_words.txt":492}
2998	Sieger	sieger	1383	3	{"deu_news_2024_1M_words.txt":533,"deu_wikipedia_2021_1M_words.txt":650,"deu-de_web_2021_1M_words.txt":200}
2999	finanziell	finanziell	1382	3	{"deu_news_2024_1M_words.txt":500,"deu_wikipedia_2021_1M_words.txt":340,"deu-de_web_2021_1M_words.txt":542}
3000	kontinuierlich	kontinuierlich	1382	3	{"deu_news_2024_1M_words.txt":260,"deu_wikipedia_2021_1M_words.txt":387,"deu-de_web_2021_1M_words.txt":735}
3001	Partnern	partnern	1381	3	{"deu_news_2024_1M_words.txt":295,"deu_wikipedia_2021_1M_words.txt":122,"deu-de_web_2021_1M_words.txt":964}
3002	Perspektive	perspektive	1381	3	{"deu_news_2024_1M_words.txt":409,"deu_wikipedia_2021_1M_words.txt":320,"deu-de_web_2021_1M_words.txt":652}
3003	Verfassung	verfassung	1381	3	{"deu_news_2024_1M_words.txt":371,"deu_wikipedia_2021_1M_words.txt":752,"deu-de_web_2021_1M_words.txt":258}
3004	Ecke	ecke	1380	3	{"deu_news_2024_1M_words.txt":697,"deu_wikipedia_2021_1M_words.txt":392,"deu-de_web_2021_1M_words.txt":291}
3005	Zugleich	zugleich	1380	3	{"deu_news_2024_1M_words.txt":433,"deu_wikipedia_2021_1M_words.txt":537,"deu-de_web_2021_1M_words.txt":410}
3006	Angehörige	angehörige	1379	3	{"deu_news_2024_1M_words.txt":305,"deu_wikipedia_2021_1M_words.txt":291,"deu-de_web_2021_1M_words.txt":783}
3007	Matthias	matthias	1379	3	{"deu_news_2024_1M_words.txt":733,"deu_wikipedia_2021_1M_words.txt":287,"deu-de_web_2021_1M_words.txt":359}
3008	meistens	meistens	1377	3	{"deu_news_2024_1M_words.txt":285,"deu_wikipedia_2021_1M_words.txt":617,"deu-de_web_2021_1M_words.txt":475}
3009	Star	star	1376	3	{"deu_news_2024_1M_words.txt":889,"deu_wikipedia_2021_1M_words.txt":313,"deu-de_web_2021_1M_words.txt":174}
3010	angesehen	angesehen	1375	3	{"deu_news_2024_1M_words.txt":251,"deu_wikipedia_2021_1M_words.txt":854,"deu-de_web_2021_1M_words.txt":270}
3011	Jan	jan	1375	3	{"deu_news_2024_1M_words.txt":682,"deu_wikipedia_2021_1M_words.txt":427,"deu-de_web_2021_1M_words.txt":266}
3012	geschafft	geschafft	1374	3	{"deu_news_2024_1M_words.txt":839,"deu_wikipedia_2021_1M_words.txt":130,"deu-de_web_2021_1M_words.txt":405}
3013	sparen	sparen	1374	3	{"deu_news_2024_1M_words.txt":569,"deu_wikipedia_2021_1M_words.txt":91,"deu-de_web_2021_1M_words.txt":714}
3014	Adresse	adresse	1372	3	{"deu_news_2024_1M_words.txt":190,"deu_wikipedia_2021_1M_words.txt":252,"deu-de_web_2021_1M_words.txt":930}
3015	breite	breite	1372	3	{"deu_news_2024_1M_words.txt":342,"deu_wikipedia_2021_1M_words.txt":579,"deu-de_web_2021_1M_words.txt":451}
3016	feiert	feiert	1372	3	{"deu_news_2024_1M_words.txt":956,"deu_wikipedia_2021_1M_words.txt":99,"deu-de_web_2021_1M_words.txt":317}
3017	passieren	passieren	1372	3	{"deu_news_2024_1M_words.txt":771,"deu_wikipedia_2021_1M_words.txt":168,"deu-de_web_2021_1M_words.txt":433}
3018	Nachbarn	nachbarn	1371	3	{"deu_news_2024_1M_words.txt":575,"deu_wikipedia_2021_1M_words.txt":286,"deu-de_web_2021_1M_words.txt":510}
3019	schwarzen	schwarzen	1371	3	{"deu_news_2024_1M_words.txt":498,"deu_wikipedia_2021_1M_words.txt":686,"deu-de_web_2021_1M_words.txt":187}
3020	Single	single	1371	3	{"deu_news_2024_1M_words.txt":168,"deu_wikipedia_2021_1M_words.txt":1115,"deu-de_web_2021_1M_words.txt":88}
3021	gesammelt	gesammelt	1370	3	{"deu_news_2024_1M_words.txt":476,"deu_wikipedia_2021_1M_words.txt":310,"deu-de_web_2021_1M_words.txt":584}
3022	Anträge	anträge	1369	3	{"deu_news_2024_1M_words.txt":345,"deu_wikipedia_2021_1M_words.txt":93,"deu-de_web_2021_1M_words.txt":931}
3023	Betroffene	betroffene	1368	3	{"deu_news_2024_1M_words.txt":480,"deu_wikipedia_2021_1M_words.txt":88,"deu-de_web_2021_1M_words.txt":800}
3024	Diesen	diesen	1368	3	{"deu_news_2024_1M_words.txt":454,"deu_wikipedia_2021_1M_words.txt":413,"deu-de_web_2021_1M_words.txt":501}
3025	Mitteln	mitteln	1368	3	{"deu_news_2024_1M_words.txt":320,"deu_wikipedia_2021_1M_words.txt":357,"deu-de_web_2021_1M_words.txt":691}
3026	verdient	verdient	1368	3	{"deu_news_2024_1M_words.txt":803,"deu_wikipedia_2021_1M_words.txt":237,"deu-de_web_2021_1M_words.txt":328}
3027	voran	voran	1368	3	{"deu_news_2024_1M_words.txt":625,"deu_wikipedia_2021_1M_words.txt":231,"deu-de_web_2021_1M_words.txt":512}
3028	fragen	fragen	1367	3	{"deu_news_2024_1M_words.txt":549,"deu_wikipedia_2021_1M_words.txt":99,"deu-de_web_2021_1M_words.txt":719}
3029	handelte	handelte	1367	3	{"deu_news_2024_1M_words.txt":435,"deu_wikipedia_2021_1M_words.txt":839,"deu-de_web_2021_1M_words.txt":93}
3030	Produkten	produkten	1367	3	{"deu_news_2024_1M_words.txt":346,"deu_wikipedia_2021_1M_words.txt":215,"deu-de_web_2021_1M_words.txt":806}
3031	Dritte	dritte	1366	3	{"deu_news_2024_1M_words.txt":204,"deu_wikipedia_2021_1M_words.txt":222,"deu-de_web_2021_1M_words.txt":940}
3032	Moskau	moskau	1366	3	{"deu_news_2024_1M_words.txt":836,"deu_wikipedia_2021_1M_words.txt":456,"deu-de_web_2021_1M_words.txt":74}
3033	Orientierung	orientierung	1366	3	{"deu_news_2024_1M_words.txt":180,"deu_wikipedia_2021_1M_words.txt":217,"deu-de_web_2021_1M_words.txt":969}
3034	Architektur	architektur	1365	3	{"deu_news_2024_1M_words.txt":180,"deu_wikipedia_2021_1M_words.txt":689,"deu-de_web_2021_1M_words.txt":496}
3035	reduzieren	reduzieren	1365	3	{"deu_news_2024_1M_words.txt":560,"deu_wikipedia_2021_1M_words.txt":213,"deu-de_web_2021_1M_words.txt":592}
3036	stattdessen	stattdessen	1365	3	{"deu_news_2024_1M_words.txt":534,"deu_wikipedia_2021_1M_words.txt":589,"deu-de_web_2021_1M_words.txt":242}
3037	Chor	chor	1364	3	{"deu_news_2024_1M_words.txt":225,"deu_wikipedia_2021_1M_words.txt":895,"deu-de_web_2021_1M_words.txt":244}
3038	angebracht	angebracht	1363	3	{"deu_news_2024_1M_words.txt":280,"deu_wikipedia_2021_1M_words.txt":850,"deu-de_web_2021_1M_words.txt":233}
3039	Anhänger	anhänger	1363	3	{"deu_news_2024_1M_words.txt":713,"deu_wikipedia_2021_1M_words.txt":505,"deu-de_web_2021_1M_words.txt":145}
3040	Bündnis	bündnis	1363	3	{"deu_news_2024_1M_words.txt":734,"deu_wikipedia_2021_1M_words.txt":262,"deu-de_web_2021_1M_words.txt":367}
3041	Handwerk	handwerk	1363	3	{"deu_news_2024_1M_words.txt":233,"deu_wikipedia_2021_1M_words.txt":235,"deu-de_web_2021_1M_words.txt":895}
3042	Motor	motor	1362	3	{"deu_news_2024_1M_words.txt":228,"deu_wikipedia_2021_1M_words.txt":931,"deu-de_web_2021_1M_words.txt":203}
